1,89,110.25,0,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,590,1,1,46752,23610,91.855,5.2013E-09,290.03,2.6006E-10,14.502,48.137,7.7628,2.6675,-0.0010467,6.8306E-09,0.010215,4.9587E-05,3.3962E-11,9.8122E-10,9.4905E-10,8.8981E-07,9.6394E-07,-0.0010467,,1
1,90,110.25,10,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1015,1,2.1333,46752,23610,91.855,5.2013E-09,290.03,2.6006E-10,14.502,48.137,7.7628,2.6675,1.0631,2.3627E-06,0.02589,-0.0022535,3.526E-10,7.3864E-10,1.4209E-08,9.2478E-07,9.6931E-07,1.0631,,1
1,91,110.25,15,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,24.6,46752,23610,91.855,5.2013E-09,290.03,2.6006E-10,14.502,48.137,7.7628,2.6675,1.1338,0.0060029,0.060933,0.019128,1.7944E-07,4.6114E-07,1.2712E-05,7.8498E-07,1.0024E-06,1.1376,,0
1,92,110.25,17,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,4348,1,10.4,46752,23610,91.855,5.2013E-09,290.03,2.6006E-10,14.502,48.137,7.7628,2.6675,1.0335,7.5598E-06,0.10183,-0.0058834,2.6029E-10,4.662E-10,1.2844E-08,7.454E-07,8.446E-07,1.0335,,1
1,93,110.25,18,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1594,1,2.95,46752,23610,91.855,5.2013E-09,290.03,2.6006E-10,14.502,48.137,7.7628,2.6675,0.97365,1.4841E-06,0.1228,-0.015493,2.4743E-10,3.6723E-10,9.5645E-09,7.6599E-07,9.3147E-07,0.97365,,1
2,94,110.25,0,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,861,1,1.0667,53960,27322,39.206,2.2001E-09,346.02,1.1001E-10,17.301,40.168,7.3958,1.9311,-0.005575,2.0925E-07,0.0091983,0.0011445,9.7223E-11,9.7638E-10,9.6759E-10,8.6993E-07,9.4479E-07,-0.005575,,1
2,95,110.25,10,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1197,1,1.85,53960,27322,39.206,2.2001E-09,346.02,1.1001E-10,17.301,40.168,7.3958,1.9311,1.0945,2.437E-06,0.014326,0.0014855,6.8592E-10,9.9517E-10,7.638E-09,9.2487E-07,9.1079E-07,1.0945,,1
2,96,110.25,15,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1734,1,2.7667,53960,27322,39.206,2.2001E-09,346.02,1.1001E-10,17.301,40.168,7.3958,1.9311,1.533,1.9348E-05,0.02478,0.011625,6.4932E-10,6.0261E-10,5.8363E-09,9.1872E-07,9.6307E-07,1.533,,1
2,97,110.25,17,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2294,1,3.05,53960,27322,39.206,2.2001E-09,346.02,1.1001E-10,17.301,40.168,7.3958,1.9311,1.625,2.1439E-05,0.033281,0.020151,7.26E-10,9.9515E-10,8.0156E-09,8.9228E-07,9.8672E-07,1.625,,1
2,98,110.25,18,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3142,1,3.5833,53960,27322,39.206,2.2001E-09,346.02,1.1001E-10,17.301,40.168,7.3958,1.9311,1.6536,9.6246E-06,0.038439,0.023299,8.3968E-10,9.9421E-10,7.448E-09,8.5835E-07,9.7995E-07,1.6536,,1
3,99,110.25,0,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1124,1,2,75253,38054,34.515,1.2941E-09,341.62,6.4703E-11,17.081,64.001,8.1612,2.7727,-0.0052913,2.8327E-07,0.0091126,0.0011181,9.9612E-11,9.8215E-10,8.1537E-09,8.3281E-07,9.5797E-07,-0.0052914,,1
3,100,110.25,10,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1626,1,3.1333,75253,38054,34.515,1.2941E-09,341.62,6.4703E-11,17.081,64.001,8.1612,2.7727,1.0997,3.5705E-06,0.01421,0.0002679,3.309E-10,4.5758E-10,1.3862E-08,8.7381E-07,9.1863E-07,1.0997,,1
3,101,110.25,15,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2507,1,4.85,75253,38054,34.515,1.2941E-09,341.62,6.4703E-11,17.081,64.001,8.1612,2.7727,1.4903,6.8206E-06,0.025789,0.014565,2.4138E-10,2.4446E-10,5.9607E-09,8.9096E-07,9.9859E-07,1.4903,,1
3,102,110.25,17,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,15.267,75253,38054,34.515,1.2941E-09,341.62,6.4703E-11,17.081,64.001,8.1612,2.7727,1.4827,0.0036747,0.044109,0.016865,3.7646E-07,7.8072E-07,2.3636E-05,6.609E-07,1.0081E-06,1.4801,,0
3,103,110.25,18,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,14.517,75253,38054,34.515,1.2941E-09,341.62,6.4703E-11,17.081,64.001,8.1612,2.7727,1.3823,0.012345,0.065904,0.0080895,6.6316E-07,1.0496E-06,3.3732E-05,7.0605E-07,1.0974E-06,1.364,,0
4,104,110.25,0,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1359,1,1.9333,98020,49562,31.312,1.2062E-09,278.94,6.0308E-11,13.947,64.211,7.6949,2.442,-0.0013751,3.276E-07,0.0085616,0.00042428,1.0083E-10,9.5108E-10,1.1539E-08,9.5005E-07,9.4455E-07,-0.0013753,,1
4,105,110.25,10,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2455,1,4.25,98020,49562,31.312,1.2062E-09,278.94,6.0308E-11,13.947,64.211,7.6949,2.442,1.0469,7.7446E-06,0.014182,0.010143,3.9655E-10,3.2248E-10,7.0246E-09,9.2568E-07,9.4489E-07,1.0469,,1
4,106,110.25,15,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,10.083,98020,49562,31.312,1.2062E-09,278.94,6.0308E-11,13.947,64.211,7.6949,2.442,1.4257,0.00065665,0.02753,0.020923,4.2834E-08,3.2913E-08,8.0464E-07,8.6223E-07,6.1657E-07,1.4249,,0
4,107,110.25,17,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,16.35,98020,49562,31.312,1.2062E-09,278.94,6.0308E-11,13.947,64.211,7.6949,2.442,1.4145,0.0060552,0.045076,0.02303,4.5417E-07,4.3643E-07,1.1228E-05,7.4447E-07,9.9733E-07,1.4235,,0
4,108,110.25,18,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,19.033,98020,49562,31.312,1.2062E-09,278.94,6.0308E-11,13.947,64.211,7.6949,2.442,1.5485,0.18562,0.094596,-0.042023,1.1422E-05,1.5007E-05,0.00035169,8.9728E-07,1.3472E-05,1.1089,,0
5,109,110.25,0,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2166,1,2.2667,109520,55594,14.138,1.7047E-09,273.88,8.5234E-11,13.694,48.266,8.2236,2.7727,-0.0075939,7.1811E-08,0.0089175,0.0015811,6.1174E-11,9.9749E-10,2.8494E-09,9.6737E-07,9.7109E-07,-0.0075938,,1
5,110,110.25,10,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3414,1,3.9833,109520,55594,14.138,1.7047E-09,273.88,8.5234E-11,13.694,48.266,8.2236,2.7727,1.0094,1.4467E-05,0.020876,0.012195,7.6564E-10,5.1655E-10,8.859E-09,9.327E-07,8.7724E-07,1.0094,,1
5,111,110.25,15,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,12.15,109520,55594,14.138,1.7047E-09,273.88,8.5234E-11,13.694,48.266,8.2236,2.7727,0.55122,0.34537,0.018059,0.090757,0.00015175,0.0003239,0.0035075,9.6556E-07,8.5609E-05,1.1708,,0
5,112,110.25,17,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,13.55,109520,55594,14.138,1.7047E-09,273.88,8.5234E-11,13.694,48.266,8.2236,2.7727,1.3308,0.58368,0.27649,-0.21957,4.0292E-05,0.00013777,0.0014954,1.024E-06,5.2818E-05,0.99324,,0
5,113,110.25,18,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,13.85,109520,55594,14.138,1.7047E-09,273.88,8.5234E-11,13.694,48.266,8.2236,2.7727,0.92699,0.57194,0.16591,-0.0018056,4.6403E-05,7.9709E-05,0.0016531,1.0389E-06,3.5064E-05,0.82541,,0
6,114,110.25,0,0,0,1,300,1.3,1,15,0.001,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,28.5,197910,101100,9.6656,1.243E-09,277.82,6.2149E-11,13.891,68.689,7.7591,1.9782,-0.013959,0.001506,0.009094,0.0032664,2.0657E-06,0.00054998,0.00065816,9.5846E-07,9.0385E-07,-0.01295,,0
