1,110.25,0,0,0,1,300,1.3,1,15,0.01,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,75.717,6.3712e+05,1.8717e+05,61.912,1.425e-09,141.26,7.1252e-11,7.0629,63.96,8.5559,1.7623,-0.020492,0.00019989,0.011333,0.0043463,3.6696e-06,2.3419e-05,0.00056666,8.3299e-07,2.2914e-06,-0.020462
2,110.25,10,0,0,1,300,1.3,1,15,0.01,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,74.1,6.3712e+05,1.8717e+05,61.912,1.425e-09,141.26,7.1252e-11,7.0629,63.96,8.5559,1.7623,1.0952,8.3937e-05,0.016627,0.0010027,1.0896e-06,4.119e-06,0.00013719,5.3669e-07,1.0139e-06,1.0952
3,110.25,15,0,0,1,300,1.3,1,15,0.01,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,65.6,6.3712e+05,1.8717e+05,61.912,1.425e-09,141.26,7.1252e-11,7.0629,63.96,8.5559,1.7623,1.5366,4.4619e-05,0.024592,0.012637,8.4775e-07,3.6692e-06,0.00018196,8.5203e-07,9.4964e-07,1.5366
4,110.25,17,0,0,1,300,1.3,1,15,0.01,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,69.917,6.3712e+05,1.8717e+05,61.912,1.425e-09,141.26,7.1252e-11,7.0629,63.96,8.5559,1.7623,1.6644,6.7668e-05,0.030239,0.020864,1.6705e-06,5.5651e-06,0.00017929,1.0954e-06,1.6296e-06,1.6645
5,110.25,18,0,0,1,300,1.3,1,15,0.01,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,3767,1,36.05,6.3712e+05,1.8717e+05,61.912,1.425e-09,141.26,7.1252e-11,7.0629,63.96,8.5559,1.7623,1.7923,9.8809e-06,0.031146,0.017275,3.2631e-08,9.8851e-08,3.4191e-06,9.6029e-07,9.7717e-07,1.7923
6,110.25,0,0,0,1,300,1.3,1,15,0.007,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,58.85,5.9338e+05,1.7603e+05,41.281,7.7089e-10,141.26,3.8545e-11,7.0629,65.078,9.0274,2.1348,0.045991,9.9057e-05,0.010639,-0.010174,3.2674e-07,3.4862e-06,6.0218e-05,9.0904e-07,9.3627e-07,0.046009
7,110.25,10,0,0,1,300,1.3,1,15,0.007,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,65.483,5.9338e+05,1.7603e+05,41.281,7.7089e-10,141.26,3.8545e-11,7.0629,65.078,9.0274,2.1348,1.0998,3.1272e-05,0.014297,-7.042e-05,2.4e-07,2.8596e-07,0.00012498,9.4152e-07,9.8491e-07,1.0999
8,110.25,15,0,0,1,300,1.3,1,15,0.007,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,56.883,5.9338e+05,1.7603e+05,41.281,7.7089e-10,141.26,3.8545e-11,7.0629,65.078,9.0274,2.1348,1.399,0.0008043,0.025043,0.030973,3.7861e-06,3.6407e-06,0.00011458,9.7569e-07,8.8621e-06,1.4
9,110.25,17,0,0,1,300,1.3,1,15,0.007,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,58.5,5.9338e+05,1.7603e+05,41.281,7.7089e-10,141.26,3.8545e-11,7.0629,65.078,9.0274,2.1348,1.5944,0.00095604,0.027382,0.031599,8.3738e-06,7.9931e-06,0.00033498,7.4908e-07,2.2544e-05,1.5937
10,110.25,18,0,0,1,300,1.3,1,15,0.007,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,51.267,5.9338e+05,1.7603e+05,41.281,7.7089e-10,141.26,3.8545e-11,7.0629,65.078,9.0274,2.1348,1.6322,1.8337e-05,0.033217,0.03167,4.2513e-08,4.5564e-08,2.0138e-05,7.815e-07,8.2285e-07,1.6322
11,110.25,0,0,0,1,300,1.3,1,15,0.005,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,77.533,7.6402e+05,2.2631e+05,37.947,7.5115e-10,141.26,3.7558e-11,7.0629,66.386,9.0734,2.0693,-0.01131,4.9599e-05,0.010739,0.0022845,3.9607e-07,5.1852e-06,0.00021384,8.4531e-07,9.7e-07,-0.011229
12,110.25,10,0,0,1,300,1.3,1,15,0.005,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,77.133,7.6402e+05,2.2631e+05,37.947,7.5115e-10,141.26,3.7558e-11,7.0629,66.386,9.0734,2.0693,0.98175,1.681e-05,0.017057,0.020799,1.3228e-07,1.2535e-07,4.6464e-05,7.7816e-07,9.7187e-07,0.98176
13,110.25,15,0,0,1,300,1.3,1,15,0.005,2,0,0,0,0,0,1,1,0.7,10,0.1,5,0,0,0,0,0,0,8000,8000,1,89.183,7.6402e+05,2.2631e+05,37.947,7.5115e-10,141.26,3.7558e-11,7.0629,66.386,9.0734,2.0693,1.2513,0.00013882,0.034196,0.033964,1.1873e-06,1.5169e-06,6.0333e-05,7.4026e-07,1.6345e-06,1.2513
