-12.244,-1.1702,-0.98289,0.010469,-10.346,-0.014889
-11.934,-1.1423,-0.95742,0.010241,-10.048,-0.015394
-11.625,-1.1145,-0.93194,0.010012,-9.7491,-0.015899
-11.315,-1.0866,-0.90646,0.0097837,-9.4507,-0.016404
-11.005,-1.0588,-0.88098,0.0095552,-9.1523,-0.016908
-10.696,-1.0309,-0.8555,0.0093267,-8.8538,-0.017413
-10.386,-1.0031,-0.83003,0.0090982,-8.5554,-0.017918
-10.076,-0.97377,-0.80455,0.0088697,-8.257,-0.018423
-9.7669,-0.94128,-0.77907,0.0086413,-7.9585,-0.018928
-9.4572,-0.90878,-0.75359,0.008472,-7.6601,-0.019432
-9.1476,-0.87628,-0.72811,0.0083027,-7.3617,-0.019937
-8.838,-0.84379,-0.70264,0.0081334,-7.0633,-0.020442
-8.5284,-0.81129,-0.67716,0.0079641,-6.7648,-0.020947
-8.2188,-0.77879,-0.65168,0.0077948,-6.4664,-0.021451
-7.9091,-0.7463,-0.6262,0.0076255,-6.168,-0.021945
-7.5995,-0.7138,-0.60072,0.0074562,-5.8695,-0.022409
-7.2899,-0.68131,-0.57525,0.0072868,-5.5711,-0.022872
-6.9803,-0.64881,-0.54977,0.0071381,-5.2727,-0.023336
-6.6707,-0.61631,-0.52429,0.0070372,-4.9742,-0.0238
-6.3611,-0.58382,-0.49881,0.0069363,-4.6758,-0.024264
-6.0514,-0.55071,-0.47333,0.0068355,-4.3774,-0.024727
-5.7418,-0.51543,-0.44786,0.0067346,-4.079,-0.025191
-5.4322,-0.48014,-0.42238,0.0066337,-3.7805,-0.025655
-5.1226,-0.44485,-0.3969,0.0065329,-3.4821,-0.026118
-4.813,-0.40957,-0.37142,0.006432,-3.1837,-0.026582
-4.5034,-0.37428,-0.34594,0.0063311,-2.8852,-0.027046
-4.1937,-0.339,-0.32047,0.0062634,-2.5868,-0.027509
-3.8841,-0.3076,-0.29499,0.0062421,-2.2884,-0.027973
-3.5745,-0.27712,-0.26951,0.0062208,-1.9899,-0.028437
-3.2649,-0.24664,-0.24403,0.0061995,-1.6915,-0.0289
-2.9553,-0.21511,-0.21855,0.0061755,-1.3931,-0.029364
-2.6457,-0.18134,-0.19308,0.006106,-1.0947,-0.029828
-2.336,-0.14758,-0.1676,0.0060365,-0.79622,-0.030291
-2.0264,-0.11381,-0.14212,0.005967,-0.49779,-0.030755
-1.7168,-0.080048,-0.11664,0.0058975,-0.19936,-0.031146
-1.4072,-0.046283,-0.091163,0.0056115,0.099068,-0.031343
-1.0976,-0.012518,-0.065685,0.0051359,0.3975,-0.031539
-0.78796,0.023896,-0.040207,0.0046959,0.69593,-0.031736
-0.47834,0.061919,-0.014729,0.0043996,0.99436,-0.031932
