-0.16872,0.099943,0.010749,0.0042139,1.2928,-0.032128
0.1409,0.13531,0.036227,0.0042028,1.5912,-0.032325
0.45051,0.16957,0.061705,0.0041917,1.8896,-0.032774
0.76013,0.20382,0.087183,0.0041806,2.1881,-0.033222
1.0697,0.23815,0.11266,0.0041695,2.4865,-0.033671
1.3794,0.27275,0.13814,0.0041592,2.7849,-0.03412
1.689,0.30735,0.16362,0.0041488,3.0834,-0.034569
1.9986,0.34191,0.1891,0.0041385,3.3818,-0.035017
2.3082,0.37006,0.21457,0.0041281,3.6802,-0.035466
2.6178,0.39821,0.24005,0.0041337,3.9787,-0.035893
2.9274,0.42637,0.26553,0.0041777,4.2771,-0.03625
3.2371,0.45712,0.29101,0.0042216,4.5755,-0.036608
3.5467,0.49665,0.31649,0.0042811,4.8739,-0.036966
3.8563,0.53618,0.34196,0.0043726,5.1724,-0.037323
4.1659,0.5738,0.36744,0.0045824,5.4708,-0.037681
4.4755,0.60721,0.39292,0.0049667,5.7692,-0.038038
4.7852,0.64063,0.4184,0.005351,6.0677,-0.038282
5.0948,0.67404,0.44388,0.0057353,6.3661,-0.038471
5.4044,0.70745,0.46935,0.0060432,6.6645,-0.038659
5.714,0.74086,0.49483,0.0062209,6.963,-0.038847
6.0236,0.77428,0.52031,0.0063987,7.2614,-0.039036
6.3332,0.80769,0.54579,0.0065764,7.5598,-0.039224
6.6429,0.8411,0.57127,0.0067542,7.8582,-0.039412
6.9525,0.87452,0.59674,0.0068779,8.1567,-0.039601
7.2621,0.90793,0.62222,0.0069723,8.4551,-0.039789
7.5717,0.94134,0.6477,0.0070667,8.7535,-0.039977
7.8813,0.97475,0.67318,0.0071611,9.052,-0.040166
8.1909,1.0082,0.69866,0.0072611,9.3504,-0.040354
8.5006,1.0416,0.72413,0.0073677,9.6488,-0.040543
8.8102,1.075,0.74961,0.0074743,9.9473,-0.040793
9.1198,1.1084,0.77509,0.0075809,10.246,-0.041099
9.4294,1.1418,0.80057,0.0076875,10.544,-0.041404
9.739,1.1752,0.82605,0.0078361,10.843,-0.04171
10.049,1.2086,0.85153,0.0079886,11.141,-0.041425
10.358,1.2356,0.877,0.0081411,11.439,-0.040825
10.668,1.2611,0.90248,0.0082936,11.738,-0.040224
10.977,1.2865,0.92796,0.0084462,12.036,-0.039624
11.287,1.3119,0.95344,0.0085987,12.335,-0.039024
11.597,1.3374,0.97892,0.0087512,12.633,-0.038424
11.906,1.3628,1.0044,0.0089038,12.932,-0.037823
12.216,1.3882,1.0299,0.0090974,13.23,-0.036973
12.526,1.4137,1.0553,0.0093286,13.528,-0.035849
12.835,1.4391,1.0808,0.0095597,13.827,-0.034726
13.145,1.4645,1.1063,0.0097909,14.125,-0.033602
13.454,1.4845,1.1318,0.010022,14.424,-0.036091
13.764,1.4945,1.1573,0.010253,14.722,-0.041104
14.074,1.5044,1.1827,0.010484,15.021,-0.049082
14.383,1.5144,1.2082,0.010716,15.319,-0.057761
14.693,1.5243,1.2337,0.010985,15.617,-0.066439
15.003,1.5343,1.2592,0.011345,15.916,-0.070752
15.312,1.5442,1.2847,0.011705,16.214,-0.07434
15.622,1.5342,1.3101,0.012065,16.513,-0.077928
15.931,1.5159,1.3356,0.012425,16.811,-0.081516
16.241,1.4976,1.3611,0.012785,17.11,-0.085103
16.551,1.4792,1.3866,0.013145,17.408,-0.088691
16.86,1.4609,1.412,0.013564,17.706,-0.093607
17.17,1.4426,1.4375,0.014135,18.005,-0.10135
17.479,1.4218,1.463,0.014705,18.303,-0.1091
17.789,1.3833,1.4885,0.015276,18.602,-0.11685
18.099,1.3448,1.514,0.016105,18.9,-0.1246
18.408,1.3064,1.5394,0.01695,19.199,-0.13235
