-12.151,-1.1302,-1.1179,0.018155,-12.212,-0.00032465
-11.802,-1.0975,-1.0929,0.017463,-11.906,-0.0012341
-11.453,-1.0648,-1.068,0.016771,-11.601,-0.0021435
-11.104,-1.0321,-1.043,0.016079,-11.295,-0.0030529
-10.755,-0.99935,-1.0181,0.015387,-10.99,-0.0039623
-10.407,-0.96663,-0.99309,0.014696,-10.684,-0.0048717
-10.058,-0.93181,-0.96812,0.014004,-10.379,-0.0057812
-9.7089,-0.89547,-0.94316,0.013353,-10.073,-0.0066906
-9.3601,-0.85913,-0.9182,0.012987,-9.7676,-0.0076
-9.0114,-0.82279,-0.89323,0.012621,-9.4621,-0.0085094
-8.6626,-0.78645,-0.86827,0.012256,-9.1565,-0.0094188
-8.3138,-0.75011,-0.84331,0.01189,-8.851,-0.010328
-7.965,-0.71376,-0.81834,0.011525,-8.5455,-0.011238
-7.6162,-0.67742,-0.79338,0.011159,-8.24,-0.012147
-7.2674,-0.64108,-0.76842,0.010794,-7.9344,-0.013057
-6.9186,-0.60634,-0.74345,0.010494,-7.6289,-0.013966
-6.5698,-0.572,-0.71849,0.010326,-7.3234,-0.014875
-6.221,-0.53766,-0.69352,0.010159,-7.0179,-0.015785
-5.8722,-0.50332,-0.66856,0.0099913,-6.7123,-0.016694
-5.5234,-0.46898,-0.6436,0.0098238,-6.4068,-0.017604
-5.1746,-0.43448,-0.61863,0.0096241,-6.1013,-0.018513
-4.8258,-0.39872,-0.59367,0.0093969,-5.7958,-0.019422
-4.477,-0.36297,-0.56871,0.0091696,-5.4902,-0.020332
-4.1282,-0.32713,-0.54374,0.0089423,-5.1847,-0.021241
-3.7794,-0.28713,-0.51878,0.0087804,-4.8792,-0.022151
-3.4306,-0.24712,-0.49382,0.0086337,-4.5737,-0.02306
-3.0818,-0.20711,-0.46885,0.008487,-4.2681,-0.02397
-2.733,-0.1671,-0.44389,0.0083404,-3.9626,-0.024458
-2.3843,-0.1271,-0.41893,0.0082051,-3.6571,-0.024824
-2.0355,-0.088289,-0.39396,0.0080793,-3.3516,-0.02519
-1.6867,-0.05033,-0.369,0.0079535,-3.046,-0.025556
-1.3379,-0.012371,-0.34403,0.0078276,-2.7405,-0.025922
-0.98907,0.025589,-0.31907,0.0077018,-2.435,-0.026288
-0.64028,0.063548,-0.29411,0.0075729,-2.1295,-0.026679
-0.29148,0.10151,-0.26914,0.0074416,-1.8239,-0.027113
0.057313,0.13947,-0.24418,0.0073104,-1.5184,-0.027546
0.40611,0.17743,-0.21922,0.0071791,-1.2129,-0.02798
0.7549,0.21538,-0.19425,0.0069337,-0.90736,-0.028414
1.1037,0.25334,-0.16929,0.0065664,-0.60183,-0.028848
1.4525,0.2913,-0.14433,0.0061667,-0.2963,-0.029282
1.8013,0.32926,-0.11936,0.0056213,0.0092221,-0.029716
2.1501,0.36613,-0.094399,0.0051029,0.31475,-0.03015
2.4989,0.40161,-0.069435,0.004998,0.62027,-0.030584
2.8477,0.43708,-0.044472,0.004893,0.9258,-0.031017
3.1965,0.47255,-0.019508,0.0048074,1.2313,-0.031451
3.5453,0.50803,0.0054556,0.0047233,1.5369,-0.031885
3.8941,0.5435,0.030419,0.0047123,1.8424,-0.032319
4.2429,0.57897,0.055383,0.0047204,2.1479,-0.032753
4.5916,0.61445,0.080346,0.0047284,2.4534,-0.033187
4.9404,0.64992,0.10531,0.0047364,2.759,-0.033621
5.2892,0.6854,0.13027,0.0047444,3.0645,-0.034055
5.638,0.72087,0.15524,0.0047374,3.37,-0.034489
5.9868,0.75634,0.1802,0.0047269,3.6755,-0.034922
6.3356,0.79212,0.20516,0.0047164,3.9811,-0.035356
6.6844,0.82798,0.23013,0.004706,4.2866,-0.03579
7.0332,0.86383,0.25509,0.0046989,4.5921,-0.036224
7.382,0.89968,0.28005,0.0047072,4.8976,-0.036658
7.7308,0.93553,0.30502,0.0047155,5.2032,-0.037092
8.0796,0.97138,0.32998,0.0047239,5.5087,-0.037526
8.4284,1.0072,0.35495,0.0047322,5.8142,-0.03796
8.7772,1.0431,0.37991,0.0047526,6.1197,-0.038366
9.126,1.0789,0.40487,0.0047933,6.4253,-0.038749
9.4748,1.1148,0.42984,0.0048576,6.7308,-0.039131
9.8236,1.1506,0.4548,0.0049989,7.0363,-0.039514
10.172,1.1843,0.47976,0.0051402,7.3418,-0.039896
10.521,1.2087,0.50473,0.006153,7.6474,-0.040279
10.87,1.233,0.52969,0.0069146,7.9529,-0.04041
11.219,1.2574,0.55465,0.0072688,8.2584,-0.04018
11.568,1.2818,0.57962,0.0075627,8.5639,-0.03995
11.916,1.3061,0.60458,0.0078103,8.8695,-0.03972
12.265,1.3306,0.62954,0.0080579,9.175,-0.03949
12.614,1.3587,0.65451,0.0083055,9.4805,-0.03926
12.963,1.3868,0.67947,0.0085531,9.786,-0.03903
13.312,1.4125,0.70444,0.0087718,10.092,-0.0388
13.66,1.4268,0.7294,0.0089856,10.397,-0.03857
14.009,1.4412,0.75436,0.0091994,10.703,-0.03834
14.358,1.4556,0.77933,0.0094133,11.008,-0.03811
14.707,1.4713,0.80429,0.0096262,11.314,-0.03788
15.055,1.4869,0.82925,0.0098392,11.619,-0.03765
15.404,1.5004,0.85422,0.010052,11.925,-0.03742
15.753,1.5082,0.87918,0.010265,12.23,-0.03719
16.102,1.516,0.90414,0.010478,12.536,-0.03696
16.451,1.4646,0.92911,0.010691,12.841,-0.03673
16.799,1.3138,0.95407,0.010904,13.147,-0.0365
17.148,0.91151,0.97903,0.011117,13.452,-0.036106
17.497,0.78037,1.004,0.01133,13.758,-0.035606
17.846,0.78462,1.029,0.01173,14.063,-0.035107
18.195,0.78888,1.0539,0.01213,14.369,-0.034608
18.543,0.80351,1.0789,0.012531,14.674,-0.034109
18.892,0.82697,1.1039,0.012931,14.98,-0.033609
19.241,0.85043,1.1288,0.013332,15.286,-0.034064
19.59,0.87389,1.1538,0.013732,15.591,-0.038683
19.939,0.89735,1.1787,0.014133,15.897,-0.043301
20.287,0.92081,1.2037,0.014682,16.202,-0.048623
20.636,0.92424,1.2287,0.015394,16.508,-0.055692
20.985,0.92491,1.2536,0.016106,16.813,-0.062761
21.334,0.92557,1.2786,0.016818,17.119,-0.06983
21.683,0.92624,1.3036,0.01753,17.424,-0.092113
22.031,0.9269,1.3285,0.018242,17.73,-0.11775
22.38,0.92757,1.3535,0.018954,18.035,-0.14338
