-15.224,-0.68052,-0.98702,0.011357,-13.599,0.094209
-14.843,-0.7067,-0.96145,0.011116,-13.263,0.079993
-14.462,-0.73287,-0.93587,0.010874,-12.927,0.065776
-14.081,-0.82461,-0.9103,0.010632,-12.592,0.050617
-13.701,-0.99871,-0.88473,0.01039,-12.256,0.034953
-13.32,-1.1728,-0.85916,0.010148,-11.92,0.01929
-12.939,-1.2013,-0.83358,0.0099061,-11.584,0.0036265
-12.558,-1.184,-0.80801,0.0096642,-11.249,-0.012037
-12.177,-1.1668,-0.78244,0.0094224,-10.913,-0.013224
-11.797,-1.129,-0.75687,0.009202,-10.577,-0.013862
-11.416,-1.0898,-0.73129,0.0090233,-10.241,-0.014499
-11.035,-1.0507,-0.70572,0.0088447,-9.9057,-0.015137
-10.654,-1.0115,-0.68015,0.0086661,-9.57,-0.015774
-10.273,-0.97237,-0.65458,0.0084875,-9.2343,-0.016412
-9.8927,-0.93321,-0.629,0.0083088,-8.8985,-0.017049
-9.5119,-0.89406,-0.60343,0.0081302,-8.5628,-0.017687
-9.1311,-0.8549,-0.57786,0.0079516,-8.2271,-0.018324
-8.7504,-0.81575,-0.55229,0.0077729,-7.8914,-0.01874
-8.3696,-0.77659,-0.52671,0.0076613,-7.5556,-0.019142
-7.9888,-0.73743,-0.50114,0.007562,-7.2199,-0.019544
-7.608,-0.69828,-0.47557,0.0074627,-6.8842,-0.019947
-7.2272,-0.65912,-0.45,0.0073634,-6.5484,-0.020349
-6.8464,-0.61997,-0.42442,0.0072477,-6.2127,-0.020764
-6.4657,-0.58081,-0.39885,0.0070991,-5.877,-0.021292
-6.0849,-0.54165,-0.37328,0.0069505,-5.5412,-0.02182
-5.7041,-0.5025,-0.34771,0.0068018,-5.2055,-0.022348
-5.3233,-0.46334,-0.32213,0.0066532,-4.8698,-0.022876
-4.9425,-0.42182,-0.29656,0.0065533,-4.534,-0.023404
-4.5617,-0.37778,-0.27099,0.0064639,-4.1983,-0.023931
-4.181,-0.33374,-0.24542,0.0063744,-3.8626,-0.024459
-3.8002,-0.2897,-0.21984,0.0062849,-3.5268,-0.024987
-3.4194,-0.24566,-0.19427,0.0061965,-3.1911,-0.025515
-3.0386,-0.20162,-0.1687,0.0061103,-2.8554,-0.026043
-2.6578,-0.15758,-0.14313,0.0059853,-2.5196,-0.026571
-2.277,-0.11354,-0.11755,0.005728,-2.1839,-0.027098
-1.8962,-0.073636,-0.091981,0.0054383,-1.8482,-0.027626
-1.5155,-0.039251,-0.066409,0.0050808,-1.5124,-0.028154
-1.1347,-0.0048666,-0.040836,0.0047233,-1.1767,-0.028682
-0.75389,0.036854,-0.015264,0.0044167,-0.84096,-0.02921
-0.37311,0.083618,0.010309,0.004302,-0.50523,-0.029738
0.0076731,0.1297,0.035881,0.0042542,-0.1695,-0.030265
0.38846,0.17337,0.061454,0.0042426,0.16623,-0.030793
0.76924,0.21705,0.087027,0.0042311,0.50197,-0.031321
1.15,0.2593,0.1126,0.0042195,0.8377,-0.031849
1.5308,0.29921,0.13817,0.0042174,1.1734,-0.032377
1.9116,0.33913,0.16374,0.0042256,1.5092,-0.032905
2.2924,0.37904,0.18932,0.0042338,1.8449,-0.033432
2.6732,0.41895,0.21489,0.004242,2.1806,-0.033641
3.0539,0.45886,0.24046,0.0042502,2.5164,-0.033837
3.4347,0.49877,0.26603,0.0042586,2.8521,-0.034034
3.8155,0.53869,0.29161,0.0042671,3.1878,-0.03423
4.1963,0.5786,0.31718,0.0042757,3.5236,-0.034426
4.5771,0.61851,0.34275,0.0042842,3.8593,-0.034622
4.9579,0.65842,0.36832,0.0042928,4.195,-0.034939
5.3386,0.69797,0.3939,0.0047911,4.5308,-0.035342
5.7194,0.73715,0.41947,0.0052038,4.8665,-0.035744
6.1002,0.77633,0.44504,0.0056972,5.2022,-0.036146
6.481,0.81607,0.47061,0.0061027,5.538,-0.036549
6.8618,0.85588,0.49619,0.0064004,5.8737,-0.036951
7.2426,0.89569,0.52176,0.0066079,6.2094,-0.037353
7.6234,0.9355,0.54733,0.0067966,6.5452,-0.037755
8.0041,0.97531,0.5729,0.006974,6.8809,-0.038158
8.3849,1.0151,0.59848,0.0071023,7.2166,-0.03856
8.7657,1.0549,0.62405,0.0072242,7.5524,-0.038962
9.1465,1.0947,0.64962,0.007346,7.8881,-0.039364
9.5273,1.1346,0.67519,0.0074679,8.2238,-0.039419
9.9081,1.1744,0.70077,0.007597,8.5596,-0.03944
10.289,1.2142,0.72634,0.0077583,8.8953,-0.039462
10.67,1.254,0.75191,0.0079196,9.231,-0.039483
11.05,1.2938,0.77748,0.0080809,9.5667,-0.039505
11.431,1.3272,0.80306,0.0082403,9.9025,-0.039527
